,bibex,bib,filename,Object Unique ID,Level,file_name,File use,Type of Resource,Language,Language2,Title,Subtitle,Translation,Variant,Variant2,Variant3,Variant4,Corporate:Creator,Corporate:Creator2,Corporate:Creator3,Corporate:Creator4,Corporate:Creator5,Corporate:author,Corporate:enacting jurisdiction,Corporate:issuing boday,Corporate:issuing body,Corporate:issuing body 2,Corporate:issuing body 3,Corporate:printer,Corporate:publisher,Date:creation,Date:production,Identifier:OCLC number,Note:,Note:2,Note:3,Note:4,Note:5,Note:6,Note:7,Note:description,Note:material details,Note:physical description,Note:publication,Note:publication2,Note:table of contents,Person:Creator,Person:Creator2,Person:Creator3,Person:Creator4,Person:Creator5,Person:Creator6,Person:Creator7,Person:Creator8,Person:author,Person:issuing body,Person:issuing body 2,Person:issuing body 3,Person:printer,Person:printer2,Subject:genre,Subject:genre2,Subject:geographic,Subject:topic,Subject:topic2,Unnamed: 63
340,b92700871,b9270087,b92700871_2.tif,N65537#193,Object,,,text,,,"S.M. el Emperador se ha servido dirigirme el decreto que sigue : Agustin, por Divina Providencia y por el Congreso de la Nacion, Primer Emperador Constitucional de México ... con el fin de integrar el acto solemne de al coronacion y proclamacion de SS.MM. II. ... previniéndose que se procure conciliar el decoro y magestad que exije acto tan augusto, con el estado de penuria y escasez en que se hallan los pueblos",,,Decreto,,,,,,,,,,Mexico,,,,,,,1822,,957678564.0,Title from first lines of text,At upper left of p. [1]: 1a. Secretaría de Estado. Seccion de Estado,Signed and dated on p. [3]: México Septiembre 9 de 1822 ... Herrera,"Special Collections copy with manuscript note: ""Para el Y. Ayuntamiento de esta capital Zacatecas, Septre. 18 de 1822. Domingo Velazquez.""",,,,Decree relating to details of the coronation of Iturbide as emperor of Mexico,text,1 sheet ([3] pages) , 30 x 43 cm folded to 30 x 22 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",,,,,,,,
341,b92700883,b9270088,b92700883_1.tif,N65537#194,Object,,,text,,,"El Emperador dedicado incesantemente á la consideracion de los medios mas conducentes al completo arreglo de la vasta administracion del Imperio en todos los puntos que abraza su dilatada extension, ha creido que su presencia en la Provincia de Veracruz",,,Primera Secretaría de Estado. Seccion de Gobierno,,,,,,,,,,Mexico,,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores",,,,,1822,,957678703.0,Title from first lines of text,At upper left of p. [1]: 1a. Secretaría de Estado. Seccion de Gobierno,Dated and signed at end: México 9 de Noviembre de 1822 ... Herrera,Folded sheet with integral blank leaf,,,,A circular explaining why Emperor Iturbide's presence was required in Veracruz,text,1 folded sheet ([1] page) , 31 x 43 cm. folded to 31 x 21 cm,"México, publisher not identified",,,"Iturbide, Agustín de, 1783-1824",,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
342,b92700901,b9270090,n,N65537#195,Object,,,text,,,"Con fecha 11 de marzo último comuniquè à V. el decreto de la Regencia del Imperio en que se incluyô el del Soberano Congreso Constituyente núm 9, contraido á que á los editores no se les exigiese mas numero de ejemplares de sus papeles impresos que el prevenido",,,Decreto,,,,,,,,,,Mexico,,,,,,,1822,,957677839.0,Title from first lines of text,At upper left of p. [1]: Primera Secretaria de Estado y Relaciones,Dated on p. [2]: México 17 de setiembre de 1822,Special Collections copy signed by Andres Quintana Roo,,,,Decree relating to printers of publications required for government use,text,1 sheet ([2] pages) , 21 x 15 cm folded to 21 x 31 cm,"México, publisher not identified",,,,,,,,,,,,,,,,,,,,,
343,b92700901,b9270090,b92700901_1.tif,N65537#195,Object,,,text,,,"Con fecha 11 de marzo último comuniquè à V. el decreto de la Regencia del Imperio en que se incluyô el del Soberano Congreso Constituyente núm 9, contraido á que á los editores no se les exigiese mas numero de ejemplares de sus papeles impresos que el prevenido",,,Decreto,,,,,,,,,,Mexico,,,,,,,1822,,957677839.0,Title from first lines of text,At upper left of p. [1]: Primera Secretaria de Estado y Relaciones,Dated on p. [2]: México 17 de setiembre de 1822,Special Collections copy signed by Andres Quintana Roo,,,,Decree relating to printers of publications required for government use,text,1 sheet ([2] pages) , 21 x 15 cm folded to 21 x 31 cm,"México, publisher not identified",,,,,,,,,,,,,,,,,,,,,
344,b92700901,b9270090,b92700901_2.tif,N65537#195,Object,,,text,,,"Con fecha 11 de marzo último comuniquè à V. el decreto de la Regencia del Imperio en que se incluyô el del Soberano Congreso Constituyente núm 9, contraido á que á los editores no se les exigiese mas numero de ejemplares de sus papeles impresos que el prevenido",,,Decreto,,,,,,,,,,Mexico,,,,,,,1822,,957677839.0,Title from first lines of text,At upper left of p. [1]: Primera Secretaria de Estado y Relaciones,Dated on p. [2]: México 17 de setiembre de 1822,Special Collections copy signed by Andres Quintana Roo,,,,Decree relating to printers of publications required for government use,text,1 sheet ([2] pages) , 21 x 15 cm folded to 21 x 31 cm,"México, publisher not identified",,,,,,,,,,,,,,,,,,,,,
345,b92713531,b9271353,n,N65537#196,Object,,,text,,,"Los señores diputados secretarios del honorable Congreso con fecha de hoy me dicen lo que sigue ... : El honorable Congreso en sesion del dia de hayer ha dirigido à las augustas camaras de la Union la iniciativa que á la letra copiamos à V.E. añadiendo à su calce los ocho artículos del de Zacatecas. - Sr. - La Legislatura de Sonora no puede menos de ver con el mas profundo sentimiento el abismo de males à que con pasos muy presipitados se trata de conducir à la Repùblica. La orrible discordia và levantando otra vez la cabeza, y amenaza ruina y destruccion: la guerra civil, se anuncia en varios puntos",,,,,,,,,,,,,Sonora (Mexico : State),,,,,,,1834,,21494826.0,Title from opening lines of text,At head of title: Gobierno supremo del estado de Sonora,Signed at end: Arizpe 9 de julio de 1834,Signed: Manuel E. y Arvizu,,,,"Describes impending anarchy, civil war, and destruction in the region. Prints eight articles from the Legislature of Zacatecas, dated June 9, intended to calm the dangerous commotions then occuring",text,1 sheet (3 unnumbered pages) , 31 x 22 cm folded to 16 x 22 cm,"Arizpe, Sonora, publisher not identified",,,,,,,,,,,,"Escalante y Arvizu, Manuel",,,,,,,,,
346,b92713531,b9271353,b92713531_1.tif,N65537#196,Object,,,text,,,"Los señores diputados secretarios del honorable Congreso con fecha de hoy me dicen lo que sigue ... : El honorable Congreso en sesion del dia de hayer ha dirigido à las augustas camaras de la Union la iniciativa que á la letra copiamos à V.E. añadiendo à su calce los ocho artículos del de Zacatecas. - Sr. - La Legislatura de Sonora no puede menos de ver con el mas profundo sentimiento el abismo de males à que con pasos muy presipitados se trata de conducir à la Repùblica. La orrible discordia và levantando otra vez la cabeza, y amenaza ruina y destruccion: la guerra civil, se anuncia en varios puntos",,,,,,,,,,,,,Sonora (Mexico : State),,,,,,,1834,,21494826.0,Title from opening lines of text,At head of title: Gobierno supremo del estado de Sonora,Signed at end: Arizpe 9 de julio de 1834,Signed: Manuel E. y Arvizu,,,,"Describes impending anarchy, civil war, and destruction in the region. Prints eight articles from the Legislature of Zacatecas, dated June 9, intended to calm the dangerous commotions then occuring",text,1 sheet (3 unnumbered pages) , 31 x 22 cm folded to 16 x 22 cm,"Arizpe, Sonora, publisher not identified",,,,,,,,,,,,"Escalante y Arvizu, Manuel",,,,,,,,,
347,b92713531,b9271353,b92713531_2.tif,N65537#196,Object,,,text,,,"Los señores diputados secretarios del honorable Congreso con fecha de hoy me dicen lo que sigue ... : El honorable Congreso en sesion del dia de hayer ha dirigido à las augustas camaras de la Union la iniciativa que á la letra copiamos à V.E. añadiendo à su calce los ocho artículos del de Zacatecas. - Sr. - La Legislatura de Sonora no puede menos de ver con el mas profundo sentimiento el abismo de males à que con pasos muy presipitados se trata de conducir à la Repùblica. La orrible discordia và levantando otra vez la cabeza, y amenaza ruina y destruccion: la guerra civil, se anuncia en varios puntos",,,,,,,,,,,,,Sonora (Mexico : State),,,,,,,1834,,21494826.0,Title from opening lines of text,At head of title: Gobierno supremo del estado de Sonora,Signed at end: Arizpe 9 de julio de 1834,Signed: Manuel E. y Arvizu,,,,"Describes impending anarchy, civil war, and destruction in the region. Prints eight articles from the Legislature of Zacatecas, dated June 9, intended to calm the dangerous commotions then occuring",text,1 sheet (3 unnumbered pages) , 31 x 22 cm folded to 16 x 22 cm,"Arizpe, Sonora, publisher not identified",,,,,,,,,,,,"Escalante y Arvizu, Manuel",,,,,,,,,
348,b92713543,b9271354,n,N65537#197,Object,,,text,,,"Los sres. diputados srios. del honorable Congreso del estado con nota oficial de hoy me han dirijido el decreto siguiente : El vice-gobernador del estado de Sonora ... à todos sus habitantes sabed: que el Congreso del mismo estado ha decretado lo que sigue. N. 50 ... Art. 1.⁰ La facultad que se concede á la 1.a sala del Supremo Tribunal de Justicia en los artículos 67 y 68 de ley número 8 de 5 de julio de 1834, para revisar los fallos en que hayan recaido las penas que en ellos se espresan",,,,,,,,,,,,,Sonora (Mexico : State),,,,,,,1835,,21551087.0,Title from beginning of text,At head of title: Gobierno supremo del estado de Sonora,Dated at end: Arizpe 1.⁰ de mayo de 1835,Signed: Ignacio de Bustamante,,,,,text,1 sheet (2 unnumbered leaves) , 22 cm,"Arizpe, Sonora, publisher not identified",,,,,,,,,,,,"Bustamante, Ignacio de",,,,,,,,,
349,b92713543,b9271354,b92713543_1.tif,N65537#197,Object,,,text,,,"Los sres. diputados srios. del honorable Congreso del estado con nota oficial de hoy me han dirijido el decreto siguiente : El vice-gobernador del estado de Sonora ... à todos sus habitantes sabed: que el Congreso del mismo estado ha decretado lo que sigue. N. 50 ... Art. 1.⁰ La facultad que se concede á la 1.a sala del Supremo Tribunal de Justicia en los artículos 67 y 68 de ley número 8 de 5 de julio de 1834, para revisar los fallos en que hayan recaido las penas que en ellos se espresan",,,,,,,,,,,,,Sonora (Mexico : State),,,,,,,1835,,21551087.0,Title from beginning of text,At head of title: Gobierno supremo del estado de Sonora,Dated at end: Arizpe 1.⁰ de mayo de 1835,Signed: Ignacio de Bustamante,,,,,text,1 sheet (2 unnumbered leaves) , 22 cm,"Arizpe, Sonora, publisher not identified",,,,,,,,,,,,"Bustamante, Ignacio de",,,,,,,,,
350,b92713543,b9271354,b92713543_2.tif,N65537#197,Object,,,text,,,"Los sres. diputados srios. del honorable Congreso del estado con nota oficial de hoy me han dirijido el decreto siguiente : El vice-gobernador del estado de Sonora ... à todos sus habitantes sabed: que el Congreso del mismo estado ha decretado lo que sigue. N. 50 ... Art. 1.⁰ La facultad que se concede á la 1.a sala del Supremo Tribunal de Justicia en los artículos 67 y 68 de ley número 8 de 5 de julio de 1834, para revisar los fallos en que hayan recaido las penas que en ellos se espresan",,,,,,,,,,,,,Sonora (Mexico : State),,,,,,,1835,,21551087.0,Title from beginning of text,At head of title: Gobierno supremo del estado de Sonora,Dated at end: Arizpe 1.⁰ de mayo de 1835,Signed: Ignacio de Bustamante,,,,,text,1 sheet (2 unnumbered leaves) , 22 cm,"Arizpe, Sonora, publisher not identified",,,,,,,,,,,,"Bustamante, Ignacio de",,,,,,,,,
351,b92713555,b9271355,b92713555_1.tif,N65537#198,Object,,,text,,,"El gobernador del estado de Sonora, á todos sus habitantes , sabed: que el Congreso del mismo estado, ha decretado lo que sigue. N. 78 ... Articulo unico. No hay diferencia alguna entre los indigenas, ya estan bajo de campana, ò ya con el nombre de ciudadanos",,,,,,,,,,,,,Sonora (Mexico : State),,,,,,,1835,,21556669.0,Title from first lines of text,At head of title: Gobierno supremo del estado de Sonora,Dated at end: Arizpe à 22 de julio de 1835,Signed: Manuel E. y Arvizu,,,,,text,1 sheet ([1] page) , 22 cm,"Arizpe, Sonora, publisher not identified",,,,,,,,,,,,"Escalante y Arvizu, Manuel",,,,,,,,,
352,b92725971,b9272597,n,N65537#199,Object,,,text,,,"El vice-gobernador del estado de Sonora á todos sus habitantes, sabed: Que el Congreso del mismo estado ha decretado lo que sigue. Núm. 6. ... Art. 1.⁰ Se deroga el decreto número 41 de 25 de noviembre de 1834. 2.⁰ En consecuencia las administraciones de rentas, los ensayes y las receptorias del estado no haran otros pagos que los precisos de recaudacion señalados ó que se señalen con arreglo á las leyes",,,,,,,"Sonora (Mexico : State), Vice-Gobernador",,,,,,Sonora (Mexico : State),,,,,,,1847,,21535570.0,Title from first lines of text,At head of title: Gobierno del estado de Sonora,Dated at end: 9 de enero de 1847,Signed: Luis Redondo,,,,,text,1 sheet (2 unnumbered pages) , 23 cm,"Ures, Sonora, publisher not identified",,,,,,,,,,,,,,,,,,,,,
353,b92725971,b9272597,b92725971_1.tif,N65537#199,Object,,,text,,,"El vice-gobernador del estado de Sonora á todos sus habitantes, sabed: Que el Congreso del mismo estado ha decretado lo que sigue. Núm. 6. ... Art. 1.⁰ Se deroga el decreto número 41 de 25 de noviembre de 1834. 2.⁰ En consecuencia las administraciones de rentas, los ensayes y las receptorias del estado no haran otros pagos que los precisos de recaudacion señalados ó que se señalen con arreglo á las leyes",,,,,,,"Sonora (Mexico : State), Vice-Gobernador",,,,,,Sonora (Mexico : State),,,,,,,1847,,21535570.0,Title from first lines of text,At head of title: Gobierno del estado de Sonora,Dated at end: 9 de enero de 1847,Signed: Luis Redondo,,,,,text,1 sheet (2 unnumbered pages) , 23 cm,"Ures, Sonora, publisher not identified",,,,,,,,,,,,,,,,,,,,,
354,b92725971,b9272597,b92725971_2.tif,N65537#199,Object,,,text,,,"El vice-gobernador del estado de Sonora á todos sus habitantes, sabed: Que el Congreso del mismo estado ha decretado lo que sigue. Núm. 6. ... Art. 1.⁰ Se deroga el decreto número 41 de 25 de noviembre de 1834. 2.⁰ En consecuencia las administraciones de rentas, los ensayes y las receptorias del estado no haran otros pagos que los precisos de recaudacion señalados ó que se señalen con arreglo á las leyes",,,,,,,"Sonora (Mexico : State), Vice-Gobernador",,,,,,Sonora (Mexico : State),,,,,,,1847,,21535570.0,Title from first lines of text,At head of title: Gobierno del estado de Sonora,Dated at end: 9 de enero de 1847,Signed: Luis Redondo,,,,,text,1 sheet (2 unnumbered pages) , 23 cm,"Ures, Sonora, publisher not identified",,,,,,,,,,,,,,,,,,,,,
355,b92726665,b9272666,b92726665_1.tif,N65537#200,Object,,,text,,,"El Vice-Gobernador del estado de Sonora á todos sus habitantes, sabed... Art. unico. El estado de Sonora celebra de nuevo pacto de alianza con los demas que forman la Nacion Mexicana",,,,,,,,,,,,,Sonora (Mexico : State),,,,,,,1847,,958177325.0,Title from first lines of text,At head of title: Gobierno del estado de Sonora,Dated at end: 7 de enero de 1847,Signed: Luis Redondo,,,,,text,1 sheet (1 unnumbered page) , 23 cm,"Ures, Sonora, publisher not identified",,,,,,,,,,,,"Redondo, Luis",,,,,,,,,
356,b92758587,b9275858,b92758587_1.tif,N65537#201,Object,,,text,,,"El Gobernador del estado de Sonora, á todos sus habitantes , sabed : Que el Congreso del mismo estado, ha decretado lo que sigue. N.2.- El Congreso constitucional del estado de Sonora, decreta lo siguiente. Art. 1o. Es Vice Gobernador del estado, el ciudadano Luis Redondo",,,"Es vice-gobernador del estado, el ciudadano Luis Redondo",,,,"Sonora (Mexico : State), Governor",,,,,,Sonora (Mexico : State),,,,,,,1847,,21604028.0,"Dated at end: Palacio del gobierno del estado en Ures, á 4 de enero de 1847",Signed in print: Fernando Cuesta,,,,,,"Decree issuing by the congress of the state of Sonora appointing Luis Redondo as Vice-Governor and Fernando Escobosa as ""consejero de gobierno.""",text,1 sheet ([1] page) , 23 cm,"Ures, Mexico, publisher not identified",,,,,,,,,,,,"Cuesta, Fernando",,,,,,,,,
